snapshot,online_gfm_strength,online_gfl_exposure
1.0,11232.195724150439,450.90494639999145
2.0,11233.377299654352,520.3606028024287
3.0,11254.71646067538,487.8907174909367
4.0,11263.742485444644,501.1190156085578
5.0,11269.113072020216,480.6230641313605
6.0,11299.706428796817,601.6331076339135
7.0,11303.172514947095,620.5750559682511
8.0,11303.172514947095,653.7522155378181
9.0,11307.512398426305,701.0057235838443
10.0,11314.052785622425,734.9133050477136
11.0,11314.052785622425,698.6806064487398
12.0,11314.052785622425,673.4897043474261
13.0,11314.052785622425,650.632299939783
14.0,11314.052785622425,582.7422651870816
15.0,11314.052785622425,588.4551403702161
16.0,11314.052785622425,608.4551403702161
17.0,11314.052785622425,563.8605629120899
18.0,11314.052785622425,693.9883468495321
19.0,11314.052785622425,675.0629018141034
20.0,11314.052785622425,657.2955533285924
21.0,11314.052785622425,588.4551403702161
22.0,11314.052785622425,606.4417925150299
23.0,11314.052785622425,501.29990020811766
24.0,11314.052785622425,538.9225923006239
25.0,11314.052785622425,541.5985366402222
26.0,11314.052785622425,514.6175908275083
27.0,11314.052785622425,447.2317486414627
28.0,11314.052785622425,520.6175908275083
29.0,11314.052785622425,499.4089082110296
30.0,11314.052785622425,534.6175908275083
31.0,11314.052785622425,572.4553166206466
32.0,11314.052785622425,572.1541031268375
33.0,11314.052785622425,538.5934925814495
34.0,11314.052785622425,588.4551403702161
35.0,11314.052785622425,609.4360861829301
36.0,11314.052785622425,564.0319814309739
37.0,11314.052785622425,556.7047965814493
38.0,11314.052785622425,489.3189543954037
39.0,11314.052785622425,492.02344723369424
40.0,11314.052785622425,532.281637642207
41.0,11314.052785622425,593.4551403702161
42.0,11314.052785622425,541.0692981841705
43.0,11314.052785622425,588.4551403702161
44.0,11314.052785622425,588.4551403702161
45.0,11314.052785622425,563.5083639620923
46.0,11314.052785622425,553.262583454921
47.0,11314.052785622425,538.5934925814495
48.0,11314.052785622425,547.3095366402222
49.0,11314.052785622425,490.9466905466827
50.0,11314.052785622425,514.6175908275083
51.0,11314.052785622425,453.4036771143633
52.0,11314.052785622425,503.1816387942431
53.0,11314.052785622425,492.0046986448871
54.0,11314.052785622425,459.91375283217315
55.0,11314.052785622425,514.6175908275083
56.0,11314.052785622425,514.6175908275083
57.0,11314.052785622425,554.468664475833
58.0,11314.052785622425,538.5934925814495
59.0,11314.052785622425,553.0338963006237
60.0,11314.052785622425,588.4551403702161
61.0,11314.052785622425,556.7047965814493
62.0,11314.052785622425,525.3288948275081
63.0,11314.052785622425,532.728894827508
64.0,11314.052785622425,514.6175908275083
65.0,11314.052785622425,577.6857423941632
66.0,11314.052785622425,550.8855664845973
67.0,11314.052785622425,488.0589543954036
68.0,11314.052785622425,588.4551403702161
69.0,11314.052785622425,577.6857423941632
70.0,11314.052785622425,556.7047965814492
71.0,11314.052785622425,546.8761695837819
72.0,11314.052785622425,546.3679346162752
73.0,11314.052785622425,509.8175908275083
74.0,11314.052785622425,561.4737085346057
75.0,11314.052785622425,514.5744962099884
76.0,11314.052785622425,514.6175908275083
77.0,11314.052785622425,524.6175908275083
78.0,11314.052785622425,537.8520773224262
79.0,11314.052785622425,546.4280214729778
80.0,11314.052785622425,638.5030522026125
81.0,11314.052785622425,658.1840146666814
82.0,11314.052785622425,642.5030522026125
83.0,11314.052785622425,643.9645574159888
84.0,11314.052785622425,634.3125447778592
85.0,11314.052785622425,604.827767124971
86.0,11314.052785622425,584.4751403702161
87.0,11314.052785622425,625.515597846655
88.0,11314.052785622425,601.6416444970337
89.0,11314.052785622425,606.1418657217664
90.0,11314.052785622425,656.4897043474261
91.0,11314.052785622425,697.2023050477134
92.0,11314.052785622425,607.1780220394295
93.0,11314.052785622425,605.4522575681584
94.0,11314.052785622425,601.6456477949694
95.0,11314.052785622425,588.4551403702161
96.0,11314.052785622425,514.6175908275083
97.0,11314.052785622425,529.9138395614384
98.0,11314.052785622425,547.2812734649733
99.0,11314.052785622425,516.4993024326503
100.0,11314.052785622425,526.6440718912409
101.0,11314.052785622425,497.28877988871557
102.0,11314.052785622425,570.3438363702163
103.0,11314.052785622425,607.2112407778595
104.0,11314.052785622425,601.2779673197331
105.0,11314.052785622425,607.671512615811
106.0,11314.052785622425,625.3884510971081
107.0,11314.052785622425,625.3125447778592
108.0,11314.052785622425,638.3225447778592
109.0,11314.052785622425,574.8139712199363
110.0,11314.052785622425,617.3745643207401
111.0,11314.052785622425,625.3125447778592
112.0,11314.052785622425,589.7031820637673
113.0,11314.052785622425,649.2257423064475
114.0,11314.052785622425,647.5030522026125
115.0,11314.052785622425,689.4897043474261
116.0,11314.052785622425,683.9246194645467
117.0,11314.052785622425,450.11497156222754
118.0,11314.052785622425,562.7347965814491
119.0,11314.052785622425,566.5901447262632
120.0,11314.052785622425,524.6175908275083
121.0,11314.052785622425,509.9166352425923
122.0,11314.052785622425,514.984167254512
123.0,11314.052785622425,523.226811426482
124.0,11314.052785622425,490.9566905466827
125.0,11314.052785622425,538.6034925814495
126.0,11314.052785622425,538.5934925814495
127.0,11314.052785622425,607.3980823113535
128.0,11314.052785622425,621.7084564178178
129.0,11314.052785622425,651.1290004075114
130.0,11314.052785622425,652.299196922673
131.0,11314.052785622425,649.3125447778592
132.0,11314.052785622425,584.0319814309738
133.0,11314.052785622425,567.0219201570698
134.0,11314.052785622425,621.6456477949694
135.0,11314.052785622425,613.4651403702161
136.0,11314.052785622425,596.08080789987
137.0,11314.052785622425,589.5604158699927
138.0,11314.052785622425,692.2420145434351
139.0,11314.052785622425,668.4079663474262
140.0,11314.052785622425,625.3225447778592
141.0,11314.052785622425,618.6687847819038
142.0,11314.052785622425,548.2903913277495
143.0,11314.052785622425,572.4553166206466
144.0,11314.052785622425,532.614242972322
145.0,11314.052785622425,514.6175908275083
146.0,11314.052785622425,543.6034925814495
147.0,11314.052785622425,516.6175908275083
148.0,11314.052785622425,523.9325923006239
149.0,11314.052785622425,497.25420299528247
150.0,11314.052785622425,575.4608969890926
151.0,11314.052785622425,645.1978929226732
152.0,11314.052785622425,601.1395151375705
153.0,11314.052785622425,640.3339627887551
154.0,11315.052785622425,639.3189011837786
155.0,11315.052785622425,649.6066350227583
156.0,11315.052785622425,635.8380176842162
157.0,11315.052785622425,615.9350424715298
158.0,11315.052785622425,585.7990235573421
159.0,11315.650684581738,601.6345100580107
160.0,11318.040482426084,580.9295819274453
161.0,11318.040482426084,598.9649698948938
162.0,11318.040482426084,643.9965659762792
163.0,11318.040482426084,661.7950506340783
164.0,11318.040482426084,629.6114043578712
165.0,11318.040482426084,626.6522998061018
166.0,11318.040482426084,561.8626007375814
167.0,11319.616477366464,589.0306586162656
168.0,11319.616477366464,514.1165137500609
169.0,11319.616477366464,447.7525490549036
170.0,11319.616477366464,418.9831749988108
171.0,11319.616477366464,472.604701708676
172.0,11319.616477366464,505.16244703807763
173.0,11319.616477366464,527.4087197222061
174.0,11319.616477366464,552.744527092267
175.0,11319.904234636306,607.9445744695713
176.0,11319.904234636306,644.0325306143848
177.0,11319.904234636306,626.055878469571
178.0,11319.904234636306,652.2785770685447
179.0,11319.904234636306,586.8318956363948
180.0,11319.904234636306,661.0325306143847
181.0,11319.904234636306,647.4700496062386
182.0,11319.904234636306,652.4857805708847
183.0,11319.904234636306,589.1984740619279
184.0,11320.177217493288,557.4481302731609
185.0,11320.177217493288,629.1648696958404
186.0,11320.76910149329,628.4307610685406
187.0,11320.76910149329,625.1734596675143
188.0,11320.76910149329,644.3019906714804
189.0,11320.76910149329,626.3153385266668
190.0,11320.76910149329,580.6156954731609
191.0,11320.76910149329,566.323478417975
192.0,11320.76910149329,541.7623775858667
193.0,11320.76910149329,520.2642053126823
194.0,11320.76910149329,495.9475939486382
195.0,11320.76910149329,460.0961862430594
196.0,11320.76910149329,472.75708652388494
197.0,11320.76910149329,471.7670865238849
198.0,11320.76910149329,511.33092981945333
199.0,11320.76910149329,516.8147678147883
200.0,11320.76910149329,552.2083289268631
201.0,11320.76910149329,609.4282448961543
202.0,11320.76910149329,611.4887286756891
203.0,11320.76910149329,581.5996962946423
204.0,11320.76910149329,594.2525677768805
205.0,11320.76910149329,570.5071981268629
206.0,11320.76910149329,565.4720323650824
207.0,11320.76910149329,515.36092451922
208.0,11320.76910149329,497.73084880141016
209.0,11320.76910149329,600.1006674483717
210.0,11320.76910149329,582.1885224226779
211.0,11320.76910149329,632.4364693266671
212.0,11320.76910149329,619.1097520256178
213.0,11320.76910149329,594.4830998808042
214.0,11320.76910149329,547.1831631650826
215.0,11320.76910149329,505.70002423839446
216.0,11320.76910149329,470.12078327788413
217.0,11320.76910149329,500.0559557238847
218.0,11321.108784032971,489.2369886251986
219.0,11321.108784032971,458.0861862430595
220.0,11321.108784032971,460.1171320557735
221.0,11321.108784032971,463.1463747757708
222.0,11321.108784032971,347.4811530178272
223.0,11321.108784032971,442.6257329862342
224.0,11321.108784032971,508.62449093152816
225.0,11321.108784032971,552.2283289268631
226.0,11321.108784032971,584.9589318482806
227.0,11321.108784032971,570.8462387632657
228.0,11321.108784032971,517.1464429841762
229.0,11321.108784032971,450.86059901220347
230.0,11321.558362953609,515.4183613573152
231.0,11321.558362953609,491.4775300329444
232.0,11321.558362953609,510.6482090890372
233.0,11321.558362953609,599.3155550188501
234.0,11321.558362953609,592.4245639617321
235.0,11321.558362953609,643.1195340553969
236.0,11321.558362953609,600.5613158366251
237.0,11321.558362953609,611.8923925314609
238.0,11321.558362953609,625.2518148276321
239.0,11321.558362953609,571.8879260337934
240.0,11321.558362953609,499.99520241807306
241.0,11321.558362953609,471.83452336198025
242.0,11321.558362953609,501.85764911453987
243.0,11321.558362953609,471.82452336198025
244.0,11321.558362953609,471.83452336198025
245.0,11321.558362953609,594.1080044108211
246.0,11321.558362953609,538.7048509445327
247.0,11321.558362953609,510.59688489287845
248.0,11321.558362953609,609.6424414808042
249.0,11321.558362953609,610.5874122227416
250.0,11321.558362953609,604.1989661693204
251.0,11321.558362953609,658.8978861503938
252.0,11321.558362953609,531.9968055792057
253.0,11321.558362953609,636.161860083717
254.0,11321.558362953609,616.0297209298074
255.0,11321.558362953609,624.6387845962879
256.0,11321.558362953609,611.8429489055575
257.0,11321.558362953609,675.3502621942363
258.0,11321.558362953609,659.3684769084798
259.0,11321.558362953609,679.5953901745653
260.0,11321.558362953609,659.3280640246627
261.0,11321.558362953609,596.7290907457606
262.0,11321.558362953609,589.8722892125261
263.0,11321.558362953609,579.9462159057783
264.0,11321.558362953609,553.6866752979145
265.0,11321.558362953609,524.4283613573152
266.0,11321.773161228251,535.9338342636722
267.0,11321.773161228251,423.3386145853576
268.0,11321.773161228251,542.8994706283835
269.0,11321.773161228251,515.4183613573152
270.0,11321.773161228251,577.0531241105748
271.0,11321.773161228251,607.2952796555969
272.0,11321.773161228251,565.3980046827021
273.0,11321.773161228251,654.8954650900705
274.0,11321.773161228251,693.9799235903149
275.0,11321.773161228251,679.2317520849842
276.0,11321.773161228251,653.7296270338136
277.0,11321.773161228251,588.2705518904754
278.0,11321.773161228251,607.1731957104394
279.0,11321.773161228251,626.1805774102368
280.0,11327.800499562814,628.998068381124
281.0,11327.800499562814,634.2737661585587
282.0,11327.800499562814,692.8633190429107
283.0,11327.800499562814,753.1755348105831
284.0,11327.800499562814,622.7070358317897
285.0,11327.800499562814,588.4496219358466
286.0,11327.800499562814,595.8105399763293
287.0,11327.800499562814,589.8323986597812
288.0,11327.800499562814,548.8309332137001
289.0,11327.800499562814,556.6984215429092
290.0,11327.800499562814,515.5690448156793
291.0,11327.800499562814,510.79889254740124
292.0,11327.800499562814,530.5701238340234
293.0,11327.800499562814,542.6955706756575
294.0,11327.800499562814,508.93904386532824
295.0,11327.800499562814,576.5042557391685
296.0,11327.800499562814,627.6898030674245
297.0,11328.063459434892,657.9458505986152
298.0,11328.063459434892,706.7575690953211
299.0,11328.063459434892,663.9458505986152
300.0,11328.063459434892,666.1918970527752
301.0,11328.063459434892,607.7341135709221
302.0,11328.70405726197,631.6677776107465
303.0,11328.70405726197,657.5944342608798
304.0,11328.70405726197,594.2541536046482
305.0,11328.70405726197,617.0951380616292
306.0,11328.70405726197,706.3670849516315
307.0,11331.98061271221,787.1241914232438
308.0,11331.98061271221,661.3690054582843
309.0,11331.98061271221,552.0081536116787
310.0,11331.98061271221,516.6885739417265
311.0,11331.98061271221,624.0981535875632
312.0,11331.98061271221,505.97669284746223
313.0,11331.98061271221,490.9884628438802
314.0,11331.98061271221,476.80048946075357
315.0,11331.98061271221,503.25773407896946
316.0,11331.98061271221,518.0144722939297
317.0,11331.98061271221,552.8718767015729
318.0,11331.98061271221,578.7413931224015
319.0,11331.98061271221,622.575838129588
320.0,11331.98061271221,628.282008833091
321.0,11331.98061271221,639.0575469516607
322.0,11331.98061271221,640.6415384986682
323.0,11331.98061271221,699.9490705039715
324.0,11331.98061271221,651.7790738231852
325.0,11331.98061271221,633.282008833091
326.0,11331.98061271221,628.282008833091
327.0,11331.98061271221,628.282008833091
328.0,11331.98061271221,629.8135718702766
329.0,11331.98061271221,620.4763119914527
330.0,11331.98061271221,681.4901142153718
331.0,11331.98061271221,792.2881465773697
332.0,11331.98061271221,672.4555248085773
333.0,11331.98061271221,631.1558556839576
334.0,11330.056542138758,564.281730687456
335.0,11329.818452636653,587.3164276005907
336.0,11322.987584704613,534.1889692688998
